molecule_chembl_id,canonical_smiles,pchembl_value,standard_type,standard_relation,assay_type,assay_chembl_id,document_chembl_id
CHEMBL1414269,CNc1nc(-c2ccc(N(C)C)cc2)nc2ccccc12,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1453216,CCCc1cc2c(n1CCc1ccc(Cl)cc1)C(C)C1CN(C(=O)c3ccccc3)C(C)(C(=O)OC)C21,5.30,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL94394,CCCCOc1ccc(CC(=O)NO)cc1,5.00,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1453208,CCCCCCCCCCCCC/C=C\[C@@H](O)[C@@H](N)CO,4.80,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL127810,CCCNC(C)(C)COC(=O)c1ccccc1,6.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1327758,COC(=O)[C@@H]1[C@@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,6.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1473707,COC(=O)NC(/C(C(=O)OC)=C(\C)NCc1ccccc1)c1ccc(F)cc1,6.00,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL450493,Cc1ccccc1-c1cncnc1NCc1ccccc1,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1402088,COc1ccc(OCC2CC3C(CCC(C)C3c3ccc(Br)cc3)C(=O)O2)cc1,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1558916,c1ccc2c3c([nH]c2c1)[C@@H]1[C@H]2CC[C@H]([C@H]4CCCN[C@H]42)N1CC3,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1200560,CC(=O)O.N=C(N)N/N=C/c1c(Cl)cccc1Cl,5.00,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1369874,CC1CCC2C(=O)OC(CN=[N+]=[N-])CN2C1c1ccc(Br)cc1,5.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1357445,CN(C)c1ncc2nc(-c3ccc(Cl)cc3)c(=O)n(CCC#N)c2n1,7.00,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1322329,O=C1[C@H]2[C@H]3[C@H](O)[C@H](O)C/C(=N/OCc4ccccc4)[C@@H]3CC[C@@H]2C(=O)N1c1cccc(Oc2ccccc2)c1,5.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1513121,COc1ccccc1-c1ccc2ncnc(NCCN3CCOCC3)c2c1,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL304818,CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O,4.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1374710,Cc1cnc(CNc2nc(-c3ccoc3)nc3ccccc23)cn1,4.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1334652,COc1ccc(C(=O)N2CCC3(CCCN(Cc4ccncc4)C3)CC2)cc1,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL91,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,6.00,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1531899,CS(=O)(=O)Nc1cccc(-c2nccc(Nc3ccc(F)cc3)n2)c1,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1609440,c1cnc(N2CCC3(CCNCC3)CC2)nc1,5.00,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL786,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1552098,COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1csnn1)CC2,5.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1317358,COc1cccc(-c2cc(N(C)Cc3ccco3)ncn2)c1,4.80,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1357401,C[C@@H](Cc1ccc(OCC(=O)[O-])cc1)NC[C@H](O)c1cccc(Cl)c1.[Na+],4.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1554141,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\O[C@@H](C)CN1CCCc2nc(C)c(C)cc21)NS(=O)(=O)c1ccc(C)cc1,5.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1357429,c1cncc(CNc2cc(-c3ccc4c(c3)OCO4)ncn2)c1,4.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1315318,c1ccc2c(NCCN3CCOCC3)nc(-c3ccc4c(c3)OCO4)nc2c1,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1402241,COc1cccc([C@H]2Oc3ccc(OC)cc3/C(=N\OC[C@@H](O)[C@@H]3O[C@@H]4OC(C)(C)O[C@@H]4[C@H]3O)[C@@H]2O)c1,5.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1492558,c1cnc(N2CC[C@@]3(CCCNC3)C2)nc1,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL228862,c1ccc(CNc2ncnc3[nH]cnc23)cc1,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1315184,COc1cccc(-c2cc(NCCc3c[nH]c4ccc(OC)cc34)ncn2)c1,4.80,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1434447,CC(=O)OCC1OC(c2ccc3c(c2)OCO3)C=CC1OC(C)=O,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1552066,CCC[C@@H]1C[C@@]1(CCC)C(NC(=O)OCc1ccccc1)c1ccc(-c2ccccc2)cc1,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL177809,CCCCCCCCC(=O)NCc1cc(OC)c(O)cc1I,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL389390,C[C@@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,4.80,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1355367,COC(=O)[C@@H]1C[C@H]1[C@@H](NC(=O)c1cc(C)nn1C)c1ccccc1,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL157351,N#CSc1ccc2oc(C3=NCCN3)cc2c1,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1531837,Cc1cnc(CNc2ncncc2-c2ccccc2Cl)cn1,4.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1179189,CC(C)Oc1cccnc1N(C)C1CCN(Cc2ccccc2)CC1,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1513077,COc1ccccc1-c1cc(NCc2cnc(C)cn2)ncn1,4.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1513078,C#CCN[C@@H](C)Cc1ccccc1,4.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL288174,CCCCOC(=O)NS(=O)(=O)c1sc(CC(C)C)cc1-c1ccc(Cn2c(CC)nc3c(C)cc(C)nc32)cc1,4.80,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1441287,c1cc(CN2CCCC3(CCNCC3)C2)ccn1,4.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1473752,Cc1ccccc1-c1nc(N2CCN(C)CC2)c2ccccc2n1,4.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL219916,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1414251,c1cncc(CNc2nc(-c3ccoc3)nc3ccccc23)c1,5.30,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL293349,C[C@@H]1[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2CC1CC1,4.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL22870,CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)OCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL399249,O=C1C[C@H](c2ccccc2)Oc2cc(O)cc(O)c21,4.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1200901,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12.Cl,5.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1192187,CCN(CC)CCOC(=O)C1(c2ccc([N+](=O)[O-])cc2)CCCC1,5.30,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1374913,O=C(c1ccncc1)N1CCC[C@@]2(CCN(Cc3ccncc3)C2)C1,4.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1274,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1322414,COc1ccc([C@@H](C)c2cc3c(cc2O)OCO3)cc1,5.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1436536,COC(=O)[C@@H]1C[C@H]1[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1334959,COc1ccccc1CCn1c(=O)c(-c2cccc(Cl)c2)nc2cncnc21,4.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL64,NNC(=O)c1ccncc1,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1590909,COc1ccc2[nH]cc(CCNc3nc(-c4ccoc4)nc4ccccc34)c2c1,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL445102,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1322686,CS(=O)(=O)Nc1cccc(-c2nc(N3CCNCC3)c3ccccc3n2)c1,5.00,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1370426,CC(C)[C@@H]1OC(=O)/C=C\C=C/C=C\C=C/C=C\C[C@@H](O)[C@H](C)[C@@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)C[C@H](O)/C=C\[C@@H]1C,6.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1317463,Oc1cc2c(c(Cl)c1O)CCNC[C@H]2c1ccccc1,5.00,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1515117,COC(=O)N1CCC2(CCN(Cc3ccccc3OC)CC2)CC1,5.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1559126,Cc1ccccc1-c1cncnc1N(C)Cc1ccco1,4.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1395137,Cn1cc(-c2nc3cnc(N4CCNCC4)nc3n(CCc3ccccc3)c2=O)c2ccccc21,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1560012,,6.00,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1480742,CN(C)C(=O)c1ccc(-c2cncnc2NCc2cccs2)cc1,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1397257,Cc1nc2cnc(N3CCN(C)CC3)nc2n(CCc2ccccc2)c1=O,5.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1513041,Cc1cnc(CNc2ccnc(-c3ccccc3CN(C)C)n2)cn1,5.20,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL407232,Cc1cccc(/C=C\c2ccccc2)n1,4.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL429298,O=S(=O)(c1cccc2c(Cl)cccc12)N1CCCNCC1,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1605426,COC(=O)C1(CC(C)C)C=C2C(=C(C(C)C)C(=O)C2C)CN1,4.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL29027,COc1ccccc1N1CCN(CCN(C(=O)c2ccc(I)cc2)c2ccccn2)CC1,5.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL3392050,CCCCCCCCCCCCCCCC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,4.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1334965,,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1362517,O=C(c1csnn1)N1CCC[C@@]2(CCN(Cc3ccccc3)C2)C1,6.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1395106,CC(C)=CCC/C(C)=C/CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(c4cccc(Oc5ccccc5)c4)C(=O)[C@H]3CC[C@@H]12,5.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1480779,O=S(=O)(c1ccccc1)N1CCC[C@@]2(CCN(Cc3ccccc3)C2)C1,7.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL440298,N#C/C(=C\c1ccc(O)c(O)c1)C(=O)NCCCCc1ccccc1,4.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1402381,N#Cc1ccc(CN2CC[C@@]3(CCCN(S(=O)(=O)c4ccccc4)C3)C2)cc1,5.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1434516,,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL405355,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCCN2CCC(c3ccccc3)(c3ccccc3)CC2)[C@H]1c1cccc([N+](=O)[O-])c1,5.80,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1592936,CC(C)NC(=O)N1CC2(CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)C1,6.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1334976,CCN(CCCl)Cc1ccccc1Br,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1515194,COc1cccc(Cn2c(=O)c(-c3cn(C)c4ccccc34)nc3cnc(N4CCNCC4)nc32)c1,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1410367,CCCCC#Cc1ccccc1CC(=O)Nc1ccccc1,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1570894,O=S(=O)(c1ccccc1)N1CCN(S(=O)(=O)c2ccccc2)c2ccccc21,5.30,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL336467,N#Cc1c(-c2ccccc2)no[n+]1[O-],4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL490749,Cc1cccc(CNc2ncncc2-c2ccccc2Cl)c1,5.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1473753,O=S(=O)(c1ccccc1)N1CCC2(CCCN(c3ccncc3)C2)CC1,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1480687,COCC(=O)N1CCC[C@@]2(CCN(Cc3ccccc3)C2)C1,5.20,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1402251,CN(C)CCNc1nc2c(c(=O)n(C)c(=O)n2C)n1C,5.20,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1480633,CC(C)=CCC/C(C)=C/CO/N=C1/C[C@@H](O)[C@@H](O)[C@@H]2[C@@H]3C(=O)N(C(C)(C)C)C(=O)[C@H]3CC[C@H]12,5.30,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1441415,CN(C)c1ccc(-c2nc(Nc3ccncc3)c3ccccc3n2)cc1,4.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1330718,CCC/C=C(\CCC)C(NS(=O)(=O)c1ccc(Cl)cc1)c1ccccc1,4.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1513031,Cc1cc2c(nc1C)CCCN2C[C@H](C)O/N=C1/[C@H]2O[C@@H]2[C@@H](O)[C@H]2[C@H]1CCn1c(=O)n(-c3ccccc3)c(=O)n12,5.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1315292,FC(F)(F)c1ccccc1-c1nc(-n2ccnc2)c2ccccc2n1,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,4.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1559023,COC(=O)N1CCC2(CCCN(Cc3ccc(C#N)cc3)C2)CC1,6.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1473754,O=C(Oc1ccccc1)N1CCC2(CCCN(c3ccncc3)C2)CC1,4.80,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1362548,O=C(OC1CCN(CCCl)CC1)C(c1ccccc1)c1ccccc1,4.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL326967,CN(CCCl)Cc1cc(Cl)c(NC2=NCCN2)c(Cl)c1,4.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1414592,COc1ccccc1CN1CCCC2(CCN(C(=O)c3cccn3C)CC2)C1,5.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1519978,C=C(CC1(C(C)NP(=O)(c2ccccc2)c2ccccc2)CC1)c1ccccc1,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1362501,CC(=O)OC(C)(C)/N=N\c1ccc(Br)cc1,5.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1493037,c1cc2c(cc1C1CCCCC1)c1c3n2CCN[C@H]3CCC1,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1493039,CCCCNc1nc(SC)nc2[nH]cnc12,5.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1375175,COc1cc(C(=O)OC2C[C@H]3CC[C@@H](C2)N3C)ccc1O,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1169388,CNCC[C@H](Oc1ccc(C(F)(F)F)cc1)c1ccccc1,5.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1414698,N#Cc1ccc(CN2CCC3(CC2)CCN(C(=O)c2cccc(F)c2)CC3)cc1,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1566936,CCCC[C@@H]1C[C@H]1C(NC(=O)c1ccco1)c1ccc(-c2ccccc2)cc1,4.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1397225,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(Cc4nc5ccccc5[nH]4)c3C[C@H]2CN1C(=O)c1ccccc1,5.00,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1475689,COc1ccccc1CNc1cc(-c2c(C)noc2C)ncn1,4.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1559163,COCOc1ccc(Br)cc1C(=O)[C@H]1O[C@H]1c1cccc(OC)c1,5.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1322675,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,6.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1609761,CC(=O)OC[C@H]1O[C@@H](O/N=C(\C)CCN2CCCCc3nc(C)c(C)cc32)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]1OC(C)=O,5.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1326619,O=S(=O)(O)c1ccc(/N=N\c2ccccc2)cc1,5.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1441607,COCC#Cc1ccc(C2NC(C(=O)O)CCC2C)cc1,5.30,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1493040,COC(=O)NC(/C(C(=O)OC)=C(\C)NCc1ccccc1)c1cccc(C)c1,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL11684,CC1(C)Oc2ccc(C#N)cc2[C@H](N2CCCC2=O)[C@H]1O,6.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL9225,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,4.80,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1453542,CCCCCC1=C2CNC(CCC)(C(=O)OC)C=C2C(C)C1=O,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1355408,c1cn(-c2ccnc(-c3ccc4c(c3)OCO4)n2)cn1,5.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL559612,CCCCCCC(C)(C)c1ccc([C@@H]2C[C@H](O)CC[C@H]2CCCO)c(O)c1,4.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL73234,CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,5.00,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1513115,COC(=O)NC(/C(C(=O)OC)=C(\C)NCc1ccccc1)c1ccc2ccccc2c1,5.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL2373608,COC(=O)C1=C(C)N(Cc2ccccc2)[C@]23O[C@](C(=O)OC)(C(=O)N2C1c1ccccc1)C1C(=O)N(c2ccccc2)C(=O)C13,5.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1414688,CN(C)c1ncnc2c1ncn2CCn1cnc2c(N(C)C)ncnc21,7.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL24171,COc1c2ccoc2cc2oc(=O)ccc12,5.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1395241,Cc1cnc(CNc2ncncc2-c2ccccc2C)cn1,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1488574,COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N(C)C)[nH]c3C[C@H]2CN1C(=O)c1ccccc1,4.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL313972,C[C@H](Cc1ccc(O)c(O)c1)[C@@H](C)Cc1ccc(O)c(O)c1,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL333826,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21,4.80,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL402468,COC1=C(OC)C(=O)c2ccccc2C1=O,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1590818,c1cncc(-c2nc(N3CCNCC3)c3ccccc3n2)c1,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1480903,CCCCC#Cc1nc(NC)c2ncn([C@@H]3O[C@@H](CO)[C@H](O)[C@H]3O)c2n1,4.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL64569,Nc1nc(SCc2ccccc2[N+](=O)[O-])c2[nH]cnc2n1,5.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1322743,N#Cc1cccc(-c2nc3cnc(Nc4ccccc4)nc3n(C[C@H]3CCCO3)c2=O)c1,6.00,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1559246,CNc1nc(-c2ccoc2)nc2ccccc12,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1441608,N#Cc1ccc(CN2CCCC3(CCNCC3)C2)cc1,4.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1592876,COC(=O)[C@@H]1CC[C@H](C)[C@@H](c2ccc(C)cc2)N1C(=O)c1ccc(/C=N\OC[C@@H](C)[C@H](OCc2ccccc2)C(C)C)cc1,5.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1590857,CN(C)c1nc(-c2cccc(NS(C)(=O)=O)c2)nc2ccccc12,4.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL281350,Cc1nc(-c2ccc(-c3ccc(C(=O)N4CCc5cc6c(cc54)C4(CCN(C)CC4)CO6)cc3)c(C)c2)no1,4.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1395219,COc1cccc(Cn2c(=O)c(-c3ccc(F)cc3)nc3cnc(N4CCNCC4)nc32)c1,4.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1315313,COC(=O)[C@@H]1[C@H]2C[C@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1473755,CN(C)c1ccc(-c2nc(NCCc3cnc[nH]3)c3ccccc3n2)cc1,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1475620,O=C(c1cnccn1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,5.00,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL90769,C=CCN1CCN(c2nc3ccccc3nc2C#N)CC1,5.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1520216,CN(C)c1ccc(-c2cncnc2NCCN2CCOCC2)cc1,4.80,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1335033,Nc1nc(Cl)cc(NCCO)n1,5.70,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL416956,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,5.00,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL41631,NCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12,4.90,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1362630,C[C@@H](C(=O)O)c1ccc(C(=O)c2ccccc2)s1,5.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1552095,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@H]2c3cccc4[nH]cc(c34)C[C@@H]21,4.60,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1532230,CCC/C=C(\CCC)C(NS(C)(=O)=O)c1ccccc1,4.40,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL597,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,6.10,Potency,=,A,CHEMBL1614110,CHEMBL1201862
CHEMBL1571138,C=CC[C@@H]1C=C[C@H](O/N=C(\C)CCN2CCCc3nc(C)c(C)cc32)[C@H](CO)O1,5.50,Potency,=,A,CHEMBL1614110,CHEMBL1201862
