molecule_chembl_id,canonical_smiles,pchembl_value,standard_type,standard_relation,assay_type,assay_chembl_id,document_chembl_id
CHEMBL26039,CCOC(=O)Cn1c2ccc([N+](=O)[O-])cc2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,4.82,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL418382,Cn1c2ccnc(Cl)c2c2nc(CN3CCOCC3)nc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,4.70,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL28629,Cn1c2ccnc(N3CCOCC3)c2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,4.68,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL25903,Cn1c2nccc(C(N)=O)c2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,5.91,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL439727,Cn1c2cccc(C(N)=O)c2c2nc(CN3CCOCC3)nc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,4.50,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL281326,Cn1c2ccnc(NCc3ccccn3)c2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,4.73,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL1188,OCc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,5.00,IC50,=,A,CHEMBL666005,CHEMBL1136306
CHEMBL25731,CNc1nccc2c1c1ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c1n2C,4.27,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL283255,NC(=O)c1cccc2c1c1ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c1n2Cc1ccncc1,6.70,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL26369,Cc1cccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c12,5.03,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL25905,COCc1nc(N2CCN(CCc3ccc(F)c(F)c3)CC2)c2c(n1)c1c(Cl)nccc1n2C,4.43,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL281284,COc1ccc2c(c1)[nH]c1c(N3CCN(CCc4ccc(F)c(F)c4)CC3)ncnc12,5.82,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL29631,O=[N+]([O-])c1cccc2c1c1ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c1n2Cc1cccnc1,5.09,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL193,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],5.00,IC50,=,A,CHEMBL666005,CHEMBL1136306
CHEMBL281496,Cn1c2nccc(C(N)=O)c2c2nc(CN3CCOCC3)nc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,4.47,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL282156,O=[N+]([O-])c1cccc2[nH]c3c(N4CCN(CCc5ccc(F)c(F)c5)CC4)ncnc3c12,5.18,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL281743,COc1ccc2c3nc[nH]c(N4CCN(CCc5ccc(F)c(F)c5)CC4)c-3nc2c1[N+](=O)[O-],5.75,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL287400,Cc1cc(C(N)=O)c2c3ncnc(N4CCN(CCc5ccc(F)c(F)c5)CC4)c3n(C)c2n1,6.68,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL430724,Cn1c2ccncc2c2ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c21,4.75,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL285343,O=[N+]([O-])c1cccc2c1c1ncnc(N3CCN(CCc4ccc(F)c(F)c4)CC3)c1n2CCc1ccccc1,4.93,IC50,=,A,CHEMBL664805,CHEMBL1149093
CHEMBL305220,Nc1ccc(SC[C@H]2CO[C@@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,7.48,Ki,=,A,CHEMBL844072,CHEMBL1127068
CHEMBL70611,Nc1ccc(SC[C@@H]2CO[C@](CCc3ccc(Cl)cc3)(Cn3ccnc3)O2)cc1,7.55,Ki,=,A,CHEMBL760889,CHEMBL1127068
CHEMBL112532,CCCCOc1ccc(-n2ccnc2)cc1,6.46,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL151646,CCCCOc1ccc(-c2cccnc2)cc1,4.53,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL434317,CCCCOc1ccc(-c2[nH]ncc2C)cc1,4.57,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL359116,CCCCOc1ccc(-c2cc[nH]c2)cc1,5.12,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL151280,CCCCOc1ccc(-c2ccncc2)cc1,4.29,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL358214,CCCCOc1ccc(-n2ccnc2C)cc1,4.29,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL151037,CCCCOc1ccc(-c2ccnn2C)cc1,4.03,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL151354,CCCCOc1ccc(-c2ccns2)cc1,4.64,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL341089,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3ccccc3)c2)C[C@H]1C(=O)NCC(F)(F)F,6.40,IC50,=,A,CHEMBL664803,CHEMBL1146635
CHEMBL276081,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3cccc(Cl)c3)c2)C[C@H]1C(=O)NCC(F)(F)F,7.10,IC50,=,A,CHEMBL666014,CHEMBL1146635
CHEMBL334379,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3ccc(F)c(F)c3F)c2)C[C@H]1C(=O)NCC(F)(F)F,7.30,IC50,=,A,CHEMBL666014,CHEMBL1146635
CHEMBL358216,CCCCOc1ccc(-c2cnco2)cc1,4.24,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL127589,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccn(-c3ccc(Cl)cc3)c2)C[C@H]1C(=O)NCC(F)(F)F,7.30,IC50,=,A,CHEMBL666014,CHEMBL1146635
CHEMBL149750,CCCCOc1ccc(-c2cc[nH]n2)cc1,4.15,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL5483011,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,6.82,IC50,=,A,CHEMBL666014,CHEMBL1146635
CHEMBL358880,CCCCOc1ccc(-n2cncc2C)cc1,6.94,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL267865,CCCCc1ccc(/N=C/NO)c(C)c1,4.18,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL444533,O=C(N[C@H]1c2ccccc2OC[C@H]1O)[C@H](Cc1cccnc1)C[C@H](O)CN1CCN(Cc2ccc(-c3ccccc3)o2)C[C@H]1C(=O)NCC(F)(F)F,6.37,IC50,=,A,CHEMBL666014,CHEMBL1146635
CHEMBL151170,CCCCOc1ccc(-c2c[nH]cn2)cc1,6.05,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL150999,CCCCOc1ccc(-c2ncc[nH]2)cc1,4.35,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL151207,CCCCOc1ccc(-n2cnc(C)c2)cc1,5.04,IC50,=,A,CHEMBL666009,CHEMBL1145921
CHEMBL163,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,6.60,IC50,=,A,CHEMBL666004,CHEMBL1131402
CHEMBL331186,CCc1ncc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3ccc(OC)c(OC)c3)C[C@H]2C(=O)NC(C)(C)C)C(C)C)s1,4.46,IC50,=,A,CHEMBL666004,CHEMBL1131402
CHEMBL324033,CC(C)c1nc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cccnc3)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1,5.64,IC50,=,A,CHEMBL666004,CHEMBL1131402
CHEMBL116772,CC(C)c1nc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3ccc4c(c3)OCO4)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1,5.02,IC50,=,A,CHEMBL666004,CHEMBL1131402
CHEMBL263179,CC(C)c1nc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cncs3)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1,4.82,IC50,=,A,CHEMBL666004,CHEMBL1131402
CHEMBL3706711,CC(C)c1nc(COC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2CCN(Cc3cccc4c3COC4)C[C@H]2C(=O)NC(C)(C)C)C(C)C)cs1,4.92,IC50,=,A,CHEMBL666004,CHEMBL1131402
CHEMBL87355,CN(C)CCCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,4.77,IC50,=,A,CHEMBL659099,CHEMBL1135959
CHEMBL315766,CCN(CC)CCCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,5.70,IC50,=,A,CHEMBL659099,CHEMBL1135959
CHEMBL89750,Cn1cc(Cc2cn(CC(=O)N(CC(=O)O)Cc3ccc(-c4ccc(C(F)(F)F)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,4.51,IC50,=,A,CHEMBL659099,CHEMBL1135959
CHEMBL10921,CCN(CC)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,5.00,IC50,=,A,CHEMBL659099,CHEMBL1135959
CHEMBL87071,Cn1cc(Cc2cn(CC(=O)N(CCN)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,4.82,IC50,=,A,CHEMBL659099,CHEMBL1135959
CHEMBL276856,Cn1cc(Cc2cn(CC(=O)N(CCO)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,4.72,IC50,=,A,CHEMBL659099,CHEMBL1135959
CHEMBL415274,CN(C)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,5.10,IC50,=,A,CHEMBL659099,CHEMBL1135959
CHEMBL327705,CN1CCN(CCCN(Cc2ccc(-c3ccc(Cl)cc3)cc2)C(=O)Cn2cc(Cc3cnn(C)c3)c(=O)nc2SCc2ccc(F)cc2)CC1,5.00,IC50,=,A,CHEMBL659099,CHEMBL1135959
CHEMBL86932,CCN(CC)CCN(Cc1ccc(-c2ccc(Cl)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,5.30,IC50,=,A,CHEMBL659099,CHEMBL1135959
CHEMBL312238,CC(C)(C)NC(=O)[C@@H]1CN(C(C)(C)c2cc3cnccc3o2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2OC[C@H]1O,6.51,IC50,=,A,CHEMBL760335,CHEMBL1134901
CHEMBL314768,Cn1cc(Cc2cn(CC(=O)N(CCN3CCCCC3)Cc3ccc(-c4ccc(C(F)(F)F)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,5.00,IC50,=,A,CHEMBL659099,CHEMBL1135959
CHEMBL405981,Cn1cc(Cc2cn(CC(=O)N(CCN3CCCC3)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,5.22,IC50,=,A,CHEMBL659099,CHEMBL1135959
CHEMBL5483011,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,6.82,IC50,=,A,CHEMBL760334,CHEMBL1134901
CHEMBL87792,CN(C)CCN(Cc1ccc(-c2ccc(C(F)(F)F)cc2)cc1)C(=O)Cn1cc(Cc2cnn(C)c2)c(=O)nc1SCc1ccc(F)cc1,4.52,IC50,=,A,CHEMBL659099,CHEMBL1135959
CHEMBL3706622,CC(C)(c1ncc(-c2cnccc2Cl)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,7.40,IC50,=,A,CHEMBL666017,CHEMBL1136139
CHEMBL3706615,COc1cncc(-c2cnc(C(C)(C)N3CCN(C[C@@H](O)C[C@@H](Cc4ccccc4)C(=O)N[C@H]4c5ccccc5OC[C@H]4O)[C@H](C(=O)NCC(F)(F)F)C3)o2)c1,7.40,IC50,=,A,CHEMBL666017,CHEMBL1136139
CHEMBL5483011,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O,6.82,IC50,=,A,CHEMBL666017,CHEMBL1136139
CHEMBL3706621,CC(C)(c1ncc(-c2ccccn2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,5.30,IC50,=,A,CHEMBL666017,CHEMBL1136139
CHEMBL3706613,CC(C)(c1ncc(-c2cccnc2)o1)N1CCN(C[C@@H](O)C[C@@H](Cc2ccccc2)C(=O)N[C@H]2c3ccccc3OC[C@H]2O)[C@H](C(=O)NCC(F)(F)F)C1,6.96,IC50,=,A,CHEMBL666017,CHEMBL1136139
CHEMBL319862,CCCCc1ccc(C)c(N/C=N/O)c1,4.03,IC50,=,A,CHEMBL663578,CHEMBL1133849
CHEMBL96347,Cc1cc(C)cc(O[C@H](C(=O)O)[C@@]2(c3ccccc3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,4.85,IC50,=,A,CHEMBL663571,CHEMBL1149183
CHEMBL321051,CCCCCCc1ccc(N/C=N/O)cc1,4.30,IC50,=,A,CHEMBL663578,CHEMBL1133849
CHEMBL101168,Nn1nnc2ccccc21,6.35,IC50,=,A,CHEMBL663578,CHEMBL1133849
CHEMBL330354,CCCCc1cccc([C@]2([C@H](Oc3nc(C)cc(C)n3)C(=O)O)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)c1,5.30,IC50,=,A,CHEMBL663571,CHEMBL1149183
CHEMBL103313,CCCCc1ccc(N/C=N/O)cc1,4.19,IC50,=,A,CHEMBL663578,CHEMBL1133849
CHEMBL267865,CCCCc1ccc(/N=C/NO)c(C)c1,4.15,IC50,=,A,CHEMBL663578,CHEMBL1133849
CHEMBL100917,CCCCc1ccccc1/N=C/NO,4.29,IC50,=,A,CHEMBL663578,CHEMBL1133849
CHEMBL329477,Cc1cc(C)nc(O[C@H](C(=O)O)[C@@]2(c3ccccc3)NCC(=O)N(Cc3c(F)cc(F)cc3F)c3ccccc32)n1,4.39,IC50,=,A,CHEMBL663571,CHEMBL1149183
